like,想要有直升机想要和妳飞到宇宙去
like,想要和妳融化在一起融化在银河里
happiness,我每天每天每天在想想想想着妳
like,这样的甜蜜让我开始相信命运
like,感谢地心引力让我碰到妳
like,漂亮的让我面红的可爱女人
like,温柔的让我心疼的可爱女人
like,透明的让我感动的可爱女人
like,坏坏的让我疯狂的可爱女人
like,漂亮的让我面红的可爱女人
like,温柔的让我心疼的可爱女人
like,透明的让我感动的可爱女人
like,坏坏的让我疯狂的可爱女人
like,想要有直升机想要和妳飞到宇宙去
like,想要和妳融化在一起融化在银河里
happiness,我每天每天每天在想想想想着妳
like,这样的甜蜜让我开始相信命运
like,感谢地心引力让我碰到妳
like,漂亮的让我面红的可爱女人
like,温柔的让我心疼的可爱女人
like,透明的让我感动的可爱女人
like,坏坏的让我疯狂的可爱女人
like,漂亮的让我面红的可爱女人
like,温柔的让我心疼的可爱女人
like,透明的让我感动的可爱女人
like,坏坏的让我疯狂的可爱女人
disgust,世界这样大而我而我只是只小小小的蚂蚁
like,但我要尽全力全力全力保护妳
like,漂亮的让我面红的可爱女人
like,温柔的让我心疼的可爱女人
like,透明的让我感动的可爱女人
like,坏坏的让我疯狂的可爱女人
like,漂亮的让我面红的可爱女人
like,温柔的让我心疼的可爱女人
like,透明的让我感动的可爱女人
like,坏坏的让我疯狂的可爱女人
like,漂亮的让我面红的可爱女人
like,温柔的让我心疼的可爱女人
like,透明的让我感动的
happiness,如果说怀疑可以造句如果说分离能够翻译
disgust,如果这一切真的可以我想要将我的寂寞封闭
happiness,然後在这里不限日期然後将过去慢慢温习
anger,让我爱上妳那场悲剧是妳完美演出的一场戏
disgust,宁愿心碎哭泣再狠狠忘记妳爱过我的证据
sadness,让晶莹的泪滴闪烁成回忆伤人的美丽
disgust,妳的完美主义太彻底让我连恨都难以下笔
like,将真心抽离写成日记像是一场默剧
happiness,妳的完美主义太彻底分手的话像语言暴力
like,我已无能为力再提起决定中断熟悉
happiness,然後在这里不限日期然後将过去慢慢温习
anger,让我爱上妳那场悲剧是妳完美演出的一场戏
disgust,宁愿心碎哭泣再狠狠忘记妳爱过我的证据
sadness,让晶莹的泪滴闪烁成回忆伤人的美丽
disgust,妳的完美主义太彻底让我连恨都难以下笔
like,将真心抽离写成日记像是一场默剧
happiness,妳的完美主义太彻底分手的话像语言暴力
like,我已无能为力再提起决定中断熟悉
like,乘着风游荡在蓝天边
like,一片云掉落在我面前捏成你的形状
like,随风跟着我一口一口吃掉忧愁
disgust,载着你彷佛载着阳光不管到哪里都是晴天
disgust,蝴蝶自在飞花也布满天一朵一朵因你而香
like,试图让夕阳飞翔带领你我环绕大自然
disgust,迎着风开始共渡每一天
like,手牵手一步两步三步四步望着天
disgust,看星星一颗两颗三颗四颗连成线
like,背对背默默许下心愿
like,看远方的星是否听的见
like,手牵手一步两步三步四步望着天
disgust,看星星一颗两颗三颗四颗连成线
like,背对背默默许下心愿
happiness,看远方的星如果听的见它一定实现
disgust,载着你彷佛载着阳光不管到哪里都是晴天
disgust,蝴蝶自在飞花也布满天一朵一朵因你而香
like,试图让夕阳飞翔带领你我环绕大自然
disgust,迎着风开始共渡每一天
like,手牵手一步两步三步四步望着天
disgust,看星星一颗两颗三颗四颗连成线
like,背对背默默许下心愿
like,看远方的星是否听的见
like,手牵手一步两步三步四步望着天
disgust,看星星一颗两颗三颗四颗连成线
like,背对背默默许下心愿
happiness,看远方的星如果听的见它一定实现
like,娘子娘子娘子却依旧每日折一枝杨柳
